Date,Open,High,Low,Close,Adj Close,Volume
2004-07-01,4.020000,4.250000,2.762500,3.252500,3.248257,63843600
2004-08-01,3.245000,3.315000,2.250000,3.250000,3.245760,36370800
2004-09-01,3.300000,4.285000,3.242500,3.907500,3.902402,45431600
2004-10-01,3.907500,5.150000,3.880000,5.080000,5.073373,34331200
2004-11-01,5.125000,5.675000,4.262500,4.365000,4.359305,42506000
2004-12-01,4.367500,4.417500,3.650000,4.235000,4.229475,108876400
2005-01-01,4.102500,4.550000,3.337500,3.425000,3.420532,95512000
2005-02-01,3.377500,4.217500,3.240000,4.015000,4.009762,74758800
2005-03-01,4.050000,4.247500,3.425000,3.747500,3.742611,49673200
2005-04-01,3.637500,4.095000,3.400000,3.607500,3.602794,58089600
2005-05-01,3.620000,5.082500,3.522500,5.060000,5.053399,109337600
2005-06-01,5.025000,5.495000,4.812500,5.120000,5.113320,96360800
2005-07-01,5.107500,6.020000,4.700000,5.887500,5.879819,101300000
2005-08-01,5.885000,6.287500,4.657500,4.830000,4.823699,142442800
2005-09-01,4.830000,5.995000,4.787500,5.780000,5.772460,105534000
2005-10-01,5.975000,6.432500,5.075000,6.247500,6.239350,107847600
2005-11-01,6.250000,8.025000,6.175000,7.962500,7.952113,149352000
2005-12-01,8.000000,9.047500,7.812500,8.012500,8.002047,136723200
2006-01-01,8.025000,10.747500,7.900000,10.262500,10.249112,144388000
2006-02-01,10.050000,10.217500,8.170000,8.712500,8.701134,177689600
2006-03-01,8.750000,9.950000,8.747500,9.082500,9.070652,104932400
2006-04-01,9.145000,9.467500,8.095000,8.762500,8.751068,120773200
2006-05-01,8.767500,8.882500,6.940000,7.377500,7.367876,185092000
2006-06-01,7.262500,7.807500,6.032500,6.665000,6.656305,186738800
2006-07-01,6.710000,6.747500,5.410000,6.425000,6.416618,168764400
2006-08-01,6.397500,8.775000,5.930000,8.620000,8.608754,231516000
2006-09-01,8.682500,9.675000,8.102500,8.970000,8.958299,129500800
2006-10-01,8.967500,10.555000,8.775000,9.755000,9.742274,158148000
2006-11-01,9.785000,11.145000,9.415000,9.750000,9.737281,140870800
2006-12-01,9.695000,10.222500,8.975000,9.112500,9.100613,95196800
2007-01-01,9.142500,11.080000,8.887500,10.957500,10.943206,129226400
2007-02-01,11.050000,12.607500,10.762500,10.810000,10.795898,178776400
2007-03-01,10.512500,11.150000,10.192500,10.705000,10.691034,109531200
2007-04-01,10.747500,11.520000,10.192500,10.500000,10.486302,129866800
2007-05-01,10.450000,12.490000,10.150000,11.812500,11.797090,192641600
