Date,Open,High,Low,Close,Adj Close,Volume
1985-01-01,0.000000,0.947917,0.828125,0.947917,0.708025,5280000
1985-02-01,0.000000,1.140625,0.953125,1.072917,0.801390,7598400
1985-03-01,0.000000,1.187500,1.067708,1.156250,0.863634,10670400
1985-04-01,0.000000,1.187500,1.114583,1.125000,0.840292,4848000
1985-05-01,0.000000,1.208333,1.020833,1.062500,0.793610,13831200
1985-06-01,0.000000,1.125000,1.046875,1.093750,0.816951,5899200
1985-07-01,0.000000,1.182292,1.072917,1.119792,0.836402,6283200
1985-08-01,0.000000,1.156250,1.104167,1.140625,0.851963,1718400
1985-09-01,0.000000,1.166667,1.010417,1.010417,0.754707,8719200
1985-10-01,0.000000,1.098958,1.020833,1.031250,0.770268,3578400
1985-11-01,0.000000,1.057292,0.911458,0.947917,0.708025,9609600
1985-12-01,0.000000,0.953125,0.802083,0.880208,0.657451,9012000
1986-01-01,0.000000,0.895833,0.729167,0.744792,0.556305,20212800
1986-02-01,0.000000,0.833333,0.692708,0.791667,0.591317,10322400
1986-03-01,0.000000,0.791667,0.697917,0.703125,0.525183,5176800
1986-04-01,0.000000,0.807292,0.677083,0.776042,0.579646,9096000
1986-05-01,0.000000,0.854167,0.755208,0.848958,0.634110,6398400
1986-06-01,0.000000,0.895833,0.828125,0.880208,0.657451,3016800
1986-07-01,0.000000,0.895833,0.770833,0.822917,0.614659,5892000
1986-08-01,0.000000,0.885417,0.791667,0.880208,0.657451,9000000
1986-09-01,0.000000,0.942708,0.828125,0.843750,0.630219,7747200
1986-10-01,0.000000,0.875000,0.833333,0.838542,0.626329,3799200
1986-11-01,0.000000,0.838542,0.765625,0.812500,0.606878,4440000
1986-12-01,0.000000,0.822917,0.708333,0.734375,0.548524,8443200
1987-01-01,0.000000,0.890625,0.723958,0.864583,0.645780,6708000
1987-02-01,0.000000,1.000000,0.869792,0.958333,0.720947,6324000
1987-03-01,0.000000,0.984375,0.927083,0.958333,0.720947,11532000
1987-04-01,0.000000,1.020833,0.921875,0.947917,0.713111,8232000
1987-05-01,0.000000,1.020833,0.937500,1.020833,0.772402,2877600
1987-06-01,0.000000,1.083333,1.005208,1.057292,0.799988,3943200
1987-07-01,0.000000,1.078125,1.041667,1.057292,0.799988,2347200
1987-08-01,0.000000,1.114583,0.984375,0.989583,0.752830,8040000
1987-09-01,0.000000,1.005208,0.921875,1.005208,0.764716,4108800
1987-10-01,0.000000,0.994792,0.640625,0.687500,0.523019,6050400
1987-11-01,0.000000,0.750000,0.640625,0.666667,0.510363,8560800
1987-12-01,0.000000,0.812500,0.651042,0.739583,0.566184,3278400
1988-01-01,0.744792,0.791667,0.708333,0.723958,0.554222,5136000
1988-02-01,0.734375,0.812500,0.708333,0.812500,0.626813,3523200
1988-03-01,0.807292,0.932292,0.791667,0.802083,0.618776,5798400
1988-04-01,0.802083,0.843750,0.776042,0.817708,0.630831,4204800
1988-05-01,0.828125,0.906250,0.828125,0.848958,0.659768,5402400
1988-06-01,0.843750,0.864583,0.729167,0.734375,0.570720,9448800
1988-07-01,0.729167,0.812500,0.729167,0.781250,0.607149,5474400
1988-08-01,0.781250,0.802083,0.770833,0.781250,0.611747,5798400
1988-09-01,0.781250,0.781250,0.734375,0.750000,0.587277,4192800
1988-10-01,0.744792,0.781250,0.729167,0.739583,0.579120,3067200
1988-11-01,0.739583,0.739583,0.682292,0.729167,0.575471,3338400
1988-12-01,0.739583,0.750000,0.697917,0.750000,0.591913,7080000
1989-01-01,0.750000,0.791667,0.729167,0.750000,0.591913,7370400
1989-02-01,0.750000,0.776042,0.718750,0.776042,0.617136,10756800
1989-03-01,0.791667,0.895833,0.791667,0.880208,0.699972,11083200
1989-04-01,0.875000,0.979167,0.854167,0.953125,0.757958,9880800
1989-05-01,0.958333,1.072917,0.953125,1.041667,0.833962,10968000
1989-06-01,1.041667,1.125000,1.031250,1.062500,0.850641,11184000
1989-07-01,1.062500,1.114583,1.057292,1.098958,0.879830,6182400
1989-08-01,1.098958,1.166667,1.083333,1.119792,0.901386,7756800
1989-09-01,1.119792,1.140625,1.093750,1.104167,0.888809,5035200
1989-10-01,1.104167,1.114583,1.036458,1.114583,0.897193,8181600
1989-11-01,1.114583,1.203125,1.114583,1.182292,0.956924,4948800
1989-12-01,1.182292,1.385417,1.182292,1.343750,1.087605,5894400
1990-01-01,1.333333,1.343750,1.177083,1.197917,0.969571,8145600
1990-02-01,1.208333,1.317708,1.203125,1.250000,1.016429,5512800
1990-03-01,1.244792,1.270833,1.229167,1.260417,1.024900,5728800
1990-04-01,1.260417,1.333333,1.208333,1.244792,1.012195,5248800
1990-05-01,1.255208,1.338542,1.239583,1.322917,1.080621,5508000
1990-06-01,1.322917,1.427083,1.322917,1.427083,1.165709,5280000
1990-07-01,1.437500,1.458333,1.411458,1.421875,1.161455,5222400
1990-08-01,1.416667,1.505208,1.359375,1.395833,1.144811,6379200
1990-09-01,1.385417,1.442708,1.359375,1.401042,1.149083,4060800
1990-10-01,1.406250,1.432292,1.281250,1.302083,1.067921,5205600
1990-11-01,1.302083,1.359375,1.265625,1.291667,1.063943,7490400
1990-12-01,1.281250,1.338542,1.260417,1.302083,1.072523,6475200
1991-01-01,1.296875,1.312500,1.151042,1.223958,1.008172,11136000
1991-02-01,1.223958,1.265625,1.135417,1.197917,0.991309,4804800
1991-03-01,1.192708,1.312500,1.171875,1.281250,1.060269,4060800
1991-04-01,1.260417,1.385417,1.234375,1.302083,1.077509,8097600
1991-05-01,1.307292,1.557292,1.307292,1.552083,1.290218,6919200
1991-06-01,1.552083,1.588542,1.458333,1.458333,1.212285,6964800
1991-07-01,1.447917,1.520833,1.395833,1.416667,1.177649,6832800
1991-08-01,1.416667,1.520833,1.406250,1.473958,1.230177,5868000
1991-09-01,1.458333,1.458333,1.385417,1.401042,1.169320,6283200
1991-10-01,1.406250,1.468750,1.333333,1.401042,1.169320,7521600
1991-11-01,1.411458,1.442708,1.338542,1.390625,1.165571,4593600
1991-12-01,1.380208,1.390625,1.302083,1.312500,1.100089,4591200
1992-01-01,1.312500,1.395833,1.302083,1.375000,1.152475,5508000
1992-02-01,1.375000,1.375000,1.197917,1.218750,1.026361,5205600
1992-03-01,1.218750,1.312500,1.171875,1.281250,1.078995,5179200
1992-04-01,1.286458,1.380208,1.156250,1.317708,1.109697,3422400
1992-05-01,1.317708,1.375000,1.260417,1.369792,1.159505,5373600
1992-06-01,1.369792,1.369792,1.255208,1.255208,1.062512,2719200
1992-07-01,1.255208,1.416667,1.255208,1.395833,1.181549,3967200
1992-08-01,1.375000,1.500000,1.375000,1.484375,1.262607,4509600
1992-09-01,1.484375,1.552083,1.447917,1.494792,1.271468,9153600
1992-10-01,1.494792,1.677083,1.489583,1.661458,1.413234,9312000
1992-11-01,1.661458,1.744792,1.562500,1.578125,1.347852,8299200
1992-12-01,1.578125,1.651042,1.510417,1.619792,1.383440,4632000
1993-01-01,1.625000,1.625000,1.515625,1.609375,1.374542,3652800
1993-02-01,1.609375,1.718750,1.609375,1.718750,1.473914,6285600
1993-03-01,1.713542,1.906250,1.697917,1.869792,1.603440,5630400
1993-04-01,1.875000,1.885417,1.765625,1.880208,1.612372,3804000
1993-05-01,1.875000,2.026042,1.875000,2.026042,1.743513,3367200
1993-06-01,2.015625,2.104167,1.989583,2.010417,1.730067,9144000
1993-07-01,2.010417,2.286458,2.005208,2.208333,1.900384,11380800
1993-08-01,2.208333,2.718750,2.203125,2.578125,2.226030,14186400
1993-09-01,2.609375,2.718750,2.437500,2.546875,2.199047,8208000
1993-10-01,2.578125,2.734375,2.171875,2.593750,2.239521,6018400
1993-11-01,2.531250,2.531250,1.890625,2.062500,1.785926,8272000
1993-12-01,2.078125,2.375000,1.968750,2.250000,1.948283,7335200
1994-01-01,2.250000,2.312500,2.078125,2.250000,1.948283,7423200
1994-02-01,2.250000,2.359375,2.062500,2.171875,1.887151,6386400
1994-03-01,2.171875,2.171875,1.890625,2.015625,1.751385,5932000
1994-04-01,2.000000,2.171875,1.937500,2.046875,1.778538,5241600
1994-05-01,2.046875,2.218750,1.953125,2.000000,1.744402,5120000
1994-06-01,2.015625,2.156250,1.937500,2.156250,1.880683,6979200
1994-07-01,2.125000,2.234375,2.015625,2.109375,1.839799,3445600
1994-08-01,2.109375,2.234375,2.078125,2.156250,1.887343,3892800
1994-09-01,2.187500,2.187500,1.937500,2.031250,1.777933,4894400
1994-10-01,2.031250,2.156250,1.953125,2.156250,1.887343,4357600
1994-11-01,2.187500,2.218750,1.937500,1.968750,1.729565,7250400
1994-12-01,1.968750,1.968750,1.750000,1.859375,1.633477,5914400
1995-01-01,1.843750,1.890625,1.531250,1.546875,1.358943,10231200
1995-02-01,1.546875,1.687500,1.468750,1.578125,1.392644,7280800
1995-03-01,1.578125,1.875000,1.468750,1.875000,1.654627,8265600
1995-04-01,1.875000,1.921875,1.781250,1.906250,1.682204,3332800
1995-05-01,1.921875,1.937500,1.796875,1.906250,1.688904,7374400
1995-06-01,1.875000,1.906250,1.703125,1.734375,1.536625,5257600
1995-07-01,1.703125,1.781250,1.531250,1.578125,1.398191,10172800
1995-08-01,1.546875,1.609375,1.500000,1.578125,1.404551,6296800
1995-09-01,1.593750,1.765625,1.593750,1.703125,1.515802,4253600
1995-10-01,1.703125,1.750000,1.562500,1.562500,1.390644,2364000
1995-11-01,1.593750,1.781250,1.531250,1.625000,1.452727,5577600
1995-12-01,1.609375,1.718750,1.578125,1.593750,1.424790,6888000
1996-01-01,1.593750,1.656250,1.390625,1.437500,1.285105,4725600
1996-02-01,1.437500,1.562500,1.328125,1.437500,1.291700,9664800
1996-03-01,1.421875,1.531250,1.359375,1.500000,1.347861,6466400
1996-04-01,1.500000,1.781250,1.484375,1.734375,1.558465,10720800
1996-05-01,1.734375,1.796875,1.671875,1.781250,1.607798,8500800
1996-06-01,1.765625,1.843750,1.695313,1.765625,1.593694,8224000
1996-07-01,1.781250,1.859375,1.703125,1.765625,1.593694,4705600
1996-08-01,1.765625,2.000000,1.734375,1.921875,1.742402,9226400
1996-09-01,1.937500,2.015625,1.843750,1.859375,1.685739,3071200
1996-10-01,1.859375,1.953125,1.781250,1.859375,1.685739,4623200
1996-11-01,1.843750,2.171875,1.812500,2.000000,1.820513,3676800
1996-12-01,2.000000,2.015625,1.781250,1.890625,1.720954,11122400
1997-01-01,1.875000,1.968750,1.828125,1.906250,1.735177,5331200
1997-02-01,1.890625,1.906250,1.656250,1.687500,1.542076,6071200
1997-03-01,1.687500,1.812500,1.656250,1.671875,1.527798,6364000
1997-04-01,1.656250,1.671875,1.453125,1.578125,1.442127,4172000
1997-05-01,1.578125,1.718750,1.546875,1.656250,1.521125,6579200
1997-06-01,1.656250,1.750000,1.609375,1.625000,1.492424,9452000
1997-07-01,1.625000,1.789063,1.609375,1.718750,1.578526,13348000
1997-08-01,1.734375,1.781250,1.507813,1.593750,1.470320,14879200
1997-09-01,1.593750,1.640625,1.500000,1.601563,1.477528,16754400
1997-10-01,1.593750,1.640625,1.437500,1.515625,1.398245,9636800
1997-11-01,1.523438,1.593750,1.406250,1.460938,1.354198,6524800
1997-12-01,1.460938,1.632813,1.453125,1.609375,1.491789,10885600
1998-01-01,1.609375,1.617188,1.343750,1.375000,1.274538,5133600
1998-02-01,1.375000,1.500000,1.335938,1.375000,1.280910,10192000
1998-03-01,1.375000,1.406250,1.328125,1.328125,1.243803,8625600
1998-04-01,1.343750,1.500000,1.328125,1.445313,1.353551,20105600
1998-05-01,1.445313,1.460938,1.273438,1.320313,1.242972,6911200
1998-06-01,1.335938,1.335938,1.093750,1.148438,1.081165,7121600
1998-07-01,1.140625,1.296875,1.023438,1.125000,1.059100,5458400
1998-08-01,1.125000,1.210938,0.835938,0.851563,0.806550,11060800
1998-09-01,0.867188,1.273438,0.867188,1.062500,1.006337,9344000
1998-10-01,1.062500,1.062500,0.687500,0.843750,0.799150,11213600
1998-11-01,0.796875,1.000000,0.781250,0.937500,0.894708,6461600
1998-12-01,0.921875,0.976563,0.750000,0.937500,0.894708,8926400
1999-01-01,0.937500,1.062500,0.875000,0.875000,0.835061,3254400
1999-02-01,0.867188,0.867188,0.687500,0.695313,0.668927,7857600
1999-03-01,0.703125,0.906250,0.648438,0.882813,0.849311,7930400
1999-04-01,0.898438,1.000000,0.757813,0.984375,0.947019,4915200
1999-05-01,0.992188,1.195313,0.882813,1.179688,1.145293,4834400
1999-06-01,1.250000,1.320313,1.140625,1.320313,1.281818,6568800
1999-07-01,1.328125,1.375000,0.937500,1.039063,1.008768,5306400
1999-08-01,1.000000,1.187500,0.953125,1.117188,1.091081,4509600
1999-09-01,1.125000,1.171875,0.921875,1.132813,1.106341,5843200
1999-10-01,1.140625,1.164063,1.000000,1.000000,0.976631,6644800
1999-11-01,0.984375,1.085938,0.898438,0.929688,0.914056,5603200
1999-12-01,0.914063,0.921875,0.703125,0.820313,0.806520,6572800
2000-01-01,0.828125,0.890625,0.679688,0.710938,0.698984,8215200
2000-02-01,0.718750,0.890625,0.703125,0.875000,0.868226,6755200
2000-03-01,0.882813,0.929688,0.812500,0.828125,0.821714,6781600
2000-04-01,0.820313,1.062500,0.765625,1.062500,1.054274,4330400
2000-05-01,1.062500,1.171875,0.984375,1.156250,1.156250,7381600
2000-06-01,1.156250,1.296875,0.757813,0.781250,0.781250,12824000
2000-07-01,0.789063,1.000000,0.765625,0.921875,0.921875,6465600
