Date,Open,High,Low,Close,Adj Close,Volume
2023-04-01,362.609985,381.929993,355.970001,380.029999,377.742981,47173000
2023-05-01,380.489990,392.200012,357.850006,365.019989,363.392517,65425500
2023-06-01,367.160004,395.170013,365.850006,393.299988,391.546448,61953100
2023-07-01,391.339996,405.190002,387.130005,394.279999,392.522064,50763400
2023-08-01,393.779999,417.779999,386.420013,412.640015,411.394287,46908100
2023-09-01,413.839996,418.600006,391.480011,395.910004,394.714783,46023400
2023-10-01,393.600006,405.339996,359.769989,376.350006,375.213837,59702400
2023-11-01,378.670013,414.160004,375.040009,413.829987,413.178772,51319200
2023-12-01,412.890015,428.359985,404.320007,426.510010,425.838837,50561800
2024-01-01,424.089996,462.000000,416.529999,449.230011,448.523102,54258500
2024-02-01,455.000000,479.140015,450.119995,474.760010,474.760010,49120900
2024-03-01,474.910004,490.000000,464.619995,481.570007,481.570007,45646300
2024-03-28,477.910004,482.410004,477.274994,481.570007,481.570007,2213729
