Date,Open,High,Low,Close,Adj Close,Volume
1990-03-01,0.000000,0.091146,0.077257,0.081597,0.055787,624528000
1990-04-01,0.078993,0.084201,0.074653,0.082465,0.056380,279244800
1990-05-01,0.084201,0.089410,0.080729,0.085938,0.058755,524188800
1990-06-01,0.085938,0.098090,0.085069,0.092014,0.062909,793440000
1990-07-01,0.092014,0.105035,0.082465,0.088542,0.060535,618076800
1990-08-01,0.088542,0.088542,0.076389,0.085938,0.058755,844185600
1990-09-01,0.085938,0.093750,0.075521,0.078125,0.053413,1059264000
1990-10-01,0.078125,0.111111,0.068576,0.102431,0.070031,1833552000
1990-11-01,0.100694,0.138889,0.099826,0.137153,0.093770,2387836800
1990-12-01,0.138889,0.157118,0.137153,0.155816,0.106530,1528588800
1991-01-01,0.155382,0.206597,0.136285,0.203125,0.138874,2360880000
1991-02-01,0.203125,0.210938,0.183160,0.194444,0.132939,3560745600
1991-03-01,0.195313,0.210938,0.163194,0.169271,0.115729,3855052800
1991-04-01,0.166667,0.227431,0.145833,0.206597,0.141248,2835633600
1991-05-01,0.201389,0.234375,0.192708,0.223958,0.153118,1916942400
1991-06-01,0.223958,0.251736,0.203125,0.211806,0.144810,1364716800
1991-07-01,0.217014,0.274306,0.213542,0.272569,0.186353,1334073600
1991-08-01,0.272569,0.322917,0.267361,0.315104,0.215433,2068747200
1991-09-01,0.310764,0.317708,0.272569,0.284722,0.194661,1410811200
1991-10-01,0.288194,0.343750,0.258681,0.338542,0.231458,2126188800
1991-11-01,0.338542,0.383681,0.324653,0.343750,0.235018,1539806400
1991-12-01,0.340278,0.473958,0.336806,0.460069,0.314544,1631577600
1992-01-01,0.454861,0.538194,0.447917,0.521701,0.356682,2406182400
1992-02-01,0.524306,0.605903,0.522569,0.565972,0.386949,1983672000
1992-03-01,0.565972,0.597222,0.536458,0.548611,0.375080,1376488800
1992-04-01,0.538194,0.583333,0.458333,0.506944,0.346592,1538690400
1992-05-01,0.510417,0.635417,0.506944,0.635417,0.434428,1582020000
1992-06-01,0.628472,0.673611,0.593750,0.652778,0.446298,1493503200
1992-07-01,0.652778,0.746528,0.614583,0.741319,0.506832,1371398400
1992-08-01,0.739583,0.746528,0.614583,0.651042,0.445111,1504612800
1992-09-01,0.649306,0.781250,0.649306,0.734375,0.502085,1446451200
1992-10-01,0.736111,0.854167,0.666667,0.833333,0.569741,1447120800
1992-11-01,0.840278,1.062500,0.833333,1.038194,0.709803,1970596800
1992-12-01,1.032986,1.121528,0.954861,1.092014,0.746599,1755698400
1993-01-01,1.093750,1.315972,1.059028,1.229167,0.840369,1898136000
1993-02-01,1.239583,1.309028,1.069444,1.218750,0.833247,2421964800
1993-03-01,1.215278,1.340278,1.125000,1.243056,0.849864,2025608400
1993-04-01,1.250000,1.291667,1.076389,1.145833,0.783394,1195513200
1993-05-01,1.138889,1.562500,1.111111,1.500000,1.025535,1731826800
1993-06-01,1.506944,1.590278,1.361111,1.520833,1.039778,1196928000
1993-07-01,1.506944,1.583333,1.312500,1.440972,0.985178,1234281600
